Region,Category,Kernel,Channel,Info_1,Info_2,Info_3
Cells,AreaShape,Area,,,,
Cells,AreaShape,BoundingBoxArea,,,,
Cells,AreaShape,BoundingBoxMaximum,X,,,
Cells,AreaShape,BoundingBoxMaximum,Y,,,
Cells,AreaShape,BoundingBoxMinimum,X,,,
Cells,AreaShape,BoundingBoxMinimum,Y,,,
Cells,AreaShape,Center,X,,,
Cells,AreaShape,Center,Y,,,
Cells,AreaShape,Compactness,,,,
Cells,AreaShape,Eccentricity,,,,
Cells,AreaShape,EquivalentDiameter,,,,
Cells,AreaShape,EulerNumber,,,,
Cells,AreaShape,Extent,,,,
Cells,AreaShape,FormFactor,,,,
Cells,AreaShape,MajorAxisLength,,,,
Cells,AreaShape,MaxFeretDiameter,,,,
Cells,AreaShape,MaximumRadius,,,,
Cells,AreaShape,MeanRadius,,,,
Cells,AreaShape,MedianRadius,,,,
Cells,AreaShape,MinFeretDiameter,,,,
Cells,AreaShape,MinorAxisLength,,,,
Cells,AreaShape,Orientation,,,,
Cells,AreaShape,Perimeter,,,,
Cells,AreaShape,Solidity,,,,
Cells,AreaShape,Zernike,0,0,,
Cells,AreaShape,Zernike,1,1,,
Cells,AreaShape,Zernike,2,0,,
Cells,AreaShape,Zernike,2,2,,
Cells,AreaShape,Zernike,3,1,,
Cells,AreaShape,Zernike,3,3,,
Cells,AreaShape,Zernike,4,0,,
Cells,AreaShape,Zernike,4,2,,
Cells,AreaShape,Zernike,4,4,,
Cells,AreaShape,Zernike,5,1,,
Cells,AreaShape,Zernike,5,3,,
Cells,AreaShape,Zernike,5,5,,
Cells,AreaShape,Zernike,6,0,,
Cells,AreaShape,Zernike,6,2,,
Cells,AreaShape,Zernike,6,4,,
Cells,AreaShape,Zernike,6,6,,
Cells,AreaShape,Zernike,7,1,,
Cells,AreaShape,Zernike,7,3,,
Cells,AreaShape,Zernike,7,5,,
Cells,AreaShape,Zernike,7,7,,
Cells,AreaShape,Zernike,8,0,,
Cells,AreaShape,Zernike,8,2,,
Cells,AreaShape,Zernike,8,4,,
Cells,AreaShape,Zernike,8,6,,
Cells,AreaShape,Zernike,8,8,,
Cells,AreaShape,Zernike,9,1,,
Cells,AreaShape,Zernike,9,3,,
Cells,AreaShape,Zernike,9,5,,
Cells,AreaShape,Zernike,9,7,,
Cells,AreaShape,Zernike,9,9,,
Cells,Children,Cytoplasm,Count,,,
Cells,Correlation,Correlation,AGP,DNA,,
Cells,Correlation,Correlation,AGP,ER,,
Cells,Correlation,Correlation,AGP,Mito,,
Cells,Correlation,Correlation,AGP,RNA,,
Cells,Correlation,Correlation,DNA,ER,,
Cells,Correlation,Correlation,DNA,Mito,,
Cells,Correlation,Correlation,DNA,RNA,,
Cells,Correlation,Correlation,ER,Mito,,
Cells,Correlation,Correlation,ER,RNA,,
Cells,Correlation,Correlation,Mito,RNA,,
Cells,Correlation,K,AGP,DNA,,
Cells,Correlation,K,AGP,ER,,
Cells,Correlation,K,AGP,Mito,,
Cells,Correlation,K,AGP,RNA,,
Cells,Correlation,K,DNA,AGP,,
Cells,Correlation,K,DNA,ER,,
Cells,Correlation,K,DNA,Mito,,
Cells,Correlation,K,DNA,RNA,,
Cells,Correlation,K,ER,AGP,,
Cells,Correlation,K,ER,DNA,,
Cells,Correlation,K,ER,Mito,,
Cells,Correlation,K,ER,RNA,,
Cells,Correlation,K,Mito,AGP,,
Cells,Correlation,K,Mito,DNA,,
Cells,Correlation,K,Mito,ER,,
Cells,Correlation,K,Mito,RNA,,
Cells,Correlation,K,RNA,AGP,,
Cells,Correlation,K,RNA,DNA,,
Cells,Correlation,K,RNA,ER,,
Cells,Correlation,K,RNA,Mito,,
Cells,Correlation,Manders,AGP,DNA,,
Cells,Correlation,Manders,AGP,ER,,
Cells,Correlation,Manders,AGP,Mito,,
Cells,Correlation,Manders,AGP,RNA,,
Cells,Correlation,Manders,DNA,AGP,,
Cells,Correlation,Manders,DNA,ER,,
Cells,Correlation,Manders,DNA,Mito,,
Cells,Correlation,Manders,DNA,RNA,,
Cells,Correlation,Manders,ER,AGP,,
Cells,Correlation,Manders,ER,DNA,,
Cells,Correlation,Manders,ER,Mito,,
Cells,Correlation,Manders,ER,RNA,,
Cells,Correlation,Manders,Mito,AGP,,
Cells,Correlation,Manders,Mito,DNA,,
Cells,Correlation,Manders,Mito,ER,,
Cells,Correlation,Manders,Mito,RNA,,
Cells,Correlation,Manders,RNA,AGP,,
Cells,Correlation,Manders,RNA,DNA,,
Cells,Correlation,Manders,RNA,ER,,
Cells,Correlation,Manders,RNA,Mito,,
Cells,Correlation,Overlap,AGP,DNA,,
Cells,Correlation,Overlap,AGP,ER,,
Cells,Correlation,Overlap,AGP,Mito,,
Cells,Correlation,Overlap,AGP,RNA,,
Cells,Correlation,Overlap,DNA,ER,,
Cells,Correlation,Overlap,DNA,Mito,,
Cells,Correlation,Overlap,DNA,RNA,,
Cells,Correlation,Overlap,ER,Mito,,
Cells,Correlation,Overlap,ER,RNA,,
Cells,Correlation,Overlap,Mito,RNA,,
Cells,Correlation,RWC,AGP,DNA,,
Cells,Correlation,RWC,AGP,ER,,
Cells,Correlation,RWC,AGP,Mito,,
Cells,Correlation,RWC,AGP,RNA,,
Cells,Correlation,RWC,DNA,AGP,,
Cells,Correlation,RWC,DNA,ER,,
Cells,Correlation,RWC,DNA,Mito,,
Cells,Correlation,RWC,DNA,RNA,,
Cells,Correlation,RWC,ER,AGP,,
Cells,Correlation,RWC,ER,DNA,,
Cells,Correlation,RWC,ER,Mito,,
Cells,Correlation,RWC,ER,RNA,,
Cells,Correlation,RWC,Mito,AGP,,
Cells,Correlation,RWC,Mito,DNA,,
Cells,Correlation,RWC,Mito,ER,,
Cells,Correlation,RWC,Mito,RNA,,
Cells,Correlation,RWC,RNA,AGP,,
Cells,Correlation,RWC,RNA,DNA,,
Cells,Correlation,RWC,RNA,ER,,
Cells,Correlation,RWC,RNA,Mito,,
Cells,Granularity,10,AGP,,,
Cells,Granularity,10,DNA,,,
Cells,Granularity,10,ER,,,
Cells,Granularity,10,Mito,,,
Cells,Granularity,10,RNA,,,
Cells,Granularity,11,AGP,,,
Cells,Granularity,11,DNA,,,
Cells,Granularity,11,ER,,,
Cells,Granularity,11,Mito,,,
Cells,Granularity,11,RNA,,,
Cells,Granularity,12,AGP,,,
Cells,Granularity,12,DNA,,,
Cells,Granularity,12,ER,,,
Cells,Granularity,12,Mito,,,
Cells,Granularity,12,RNA,,,
Cells,Granularity,13,AGP,,,
Cells,Granularity,13,DNA,,,
Cells,Granularity,13,ER,,,
Cells,Granularity,13,Mito,,,
Cells,Granularity,13,RNA,,,
Cells,Granularity,14,AGP,,,
Cells,Granularity,14,DNA,,,
Cells,Granularity,14,ER,,,
Cells,Granularity,14,Mito,,,
Cells,Granularity,14,RNA,,,
Cells,Granularity,15,AGP,,,
Cells,Granularity,15,DNA,,,
Cells,Granularity,15,ER,,,
Cells,Granularity,15,Mito,,,
Cells,Granularity,15,RNA,,,
Cells,Granularity,16,AGP,,,
Cells,Granularity,16,DNA,,,
Cells,Granularity,16,ER,,,
Cells,Granularity,16,Mito,,,
Cells,Granularity,16,RNA,,,
Cells,Granularity,1,AGP,,,
Cells,Granularity,1,DNA,,,
Cells,Granularity,1,ER,,,
Cells,Granularity,1,Mito,,,
Cells,Granularity,1,RNA,,,
Cells,Granularity,2,AGP,,,
Cells,Granularity,2,DNA,,,
Cells,Granularity,2,ER,,,
Cells,Granularity,2,Mito,,,
Cells,Granularity,2,RNA,,,
Cells,Granularity,3,AGP,,,
Cells,Granularity,3,DNA,,,
Cells,Granularity,3,ER,,,
Cells,Granularity,3,Mito,,,
Cells,Granularity,3,RNA,,,
Cells,Granularity,4,AGP,,,
Cells,Granularity,4,DNA,,,
Cells,Granularity,4,ER,,,
Cells,Granularity,4,Mito,,,
Cells,Granularity,4,RNA,,,
Cells,Granularity,5,AGP,,,
Cells,Granularity,5,DNA,,,
Cells,Granularity,5,ER,,,
Cells,Granularity,5,Mito,,,
Cells,Granularity,5,RNA,,,
Cells,Granularity,6,AGP,,,
Cells,Granularity,6,DNA,,,
Cells,Granularity,6,ER,,,
Cells,Granularity,6,Mito,,,
Cells,Granularity,6,RNA,,,
Cells,Granularity,7,AGP,,,
Cells,Granularity,7,DNA,,,
Cells,Granularity,7,ER,,,
Cells,Granularity,7,Mito,,,
Cells,Granularity,7,RNA,,,
Cells,Granularity,8,AGP,,,
Cells,Granularity,8,DNA,,,
Cells,Granularity,8,ER,,,
Cells,Granularity,8,Mito,,,
Cells,Granularity,8,RNA,,,
Cells,Granularity,9,AGP,,,
Cells,Granularity,9,DNA,,,
Cells,Granularity,9,ER,,,
Cells,Granularity,9,Mito,,,
Cells,Granularity,9,RNA,,,
Cells,Intensity,IntegratedIntensityEdge,AGP,,,
Cells,Intensity,IntegratedIntensityEdge,DNA,,,
Cells,Intensity,IntegratedIntensityEdge,ER,,,
Cells,Intensity,IntegratedIntensityEdge,Mito,,,
Cells,Intensity,IntegratedIntensityEdge,RNA,,,
Cells,Intensity,IntegratedIntensity,AGP,,,
Cells,Intensity,IntegratedIntensity,DNA,,,
Cells,Intensity,IntegratedIntensity,ER,,,
Cells,Intensity,IntegratedIntensity,Mito,,,
Cells,Intensity,IntegratedIntensity,RNA,,,
Cells,Intensity,LowerQuartileIntensity,AGP,,,
Cells,Intensity,LowerQuartileIntensity,DNA,,,
Cells,Intensity,LowerQuartileIntensity,ER,,,
Cells,Intensity,LowerQuartileIntensity,Mito,,,
Cells,Intensity,LowerQuartileIntensity,RNA,,,
Cells,Intensity,MADIntensity,AGP,,,
Cells,Intensity,MADIntensity,DNA,,,
Cells,Intensity,MADIntensity,ER,,,
Cells,Intensity,MADIntensity,Mito,,,
Cells,Intensity,MADIntensity,RNA,,,
Cells,Intensity,MassDisplacement,AGP,,,
Cells,Intensity,MassDisplacement,DNA,,,
Cells,Intensity,MassDisplacement,ER,,,
Cells,Intensity,MassDisplacement,Mito,,,
Cells,Intensity,MassDisplacement,RNA,,,
Cells,Intensity,MaxIntensityEdge,AGP,,,
Cells,Intensity,MaxIntensityEdge,DNA,,,
Cells,Intensity,MaxIntensityEdge,ER,,,
Cells,Intensity,MaxIntensityEdge,Mito,,,
Cells,Intensity,MaxIntensityEdge,RNA,,,
Cells,Intensity,MaxIntensity,AGP,,,
Cells,Intensity,MaxIntensity,DNA,,,
Cells,Intensity,MaxIntensity,ER,,,
Cells,Intensity,MaxIntensity,Mito,,,
Cells,Intensity,MaxIntensity,RNA,,,
Cells,Intensity,MeanIntensityEdge,AGP,,,
Cells,Intensity,MeanIntensityEdge,DNA,,,
Cells,Intensity,MeanIntensityEdge,ER,,,
Cells,Intensity,MeanIntensityEdge,Mito,,,
Cells,Intensity,MeanIntensityEdge,RNA,,,
Cells,Intensity,MeanIntensity,AGP,,,
Cells,Intensity,MeanIntensity,DNA,,,
Cells,Intensity,MeanIntensity,ER,,,
Cells,Intensity,MeanIntensity,Mito,,,
Cells,Intensity,MeanIntensity,RNA,,,
Cells,Intensity,MedianIntensity,AGP,,,
Cells,Intensity,MedianIntensity,DNA,,,
Cells,Intensity,MedianIntensity,ER,,,
Cells,Intensity,MedianIntensity,Mito,,,
Cells,Intensity,MedianIntensity,RNA,,,
Cells,Intensity,MinIntensityEdge,AGP,,,
Cells,Intensity,MinIntensityEdge,DNA,,,
Cells,Intensity,MinIntensityEdge,ER,,,
Cells,Intensity,MinIntensityEdge,Mito,,,
Cells,Intensity,MinIntensityEdge,RNA,,,
Cells,Intensity,MinIntensity,AGP,,,
Cells,Intensity,MinIntensity,DNA,,,
Cells,Intensity,MinIntensity,ER,,,
Cells,Intensity,MinIntensity,Mito,,,
Cells,Intensity,MinIntensity,RNA,,,
Cells,Intensity,StdIntensityEdge,AGP,,,
Cells,Intensity,StdIntensityEdge,DNA,,,
Cells,Intensity,StdIntensityEdge,ER,,,
Cells,Intensity,StdIntensityEdge,Mito,,,
Cells,Intensity,StdIntensityEdge,RNA,,,
Cells,Intensity,StdIntensity,AGP,,,
Cells,Intensity,StdIntensity,DNA,,,
Cells,Intensity,StdIntensity,ER,,,
Cells,Intensity,StdIntensity,Mito,,,
Cells,Intensity,StdIntensity,RNA,,,
Cells,Intensity,UpperQuartileIntensity,AGP,,,
Cells,Intensity,UpperQuartileIntensity,DNA,,,
Cells,Intensity,UpperQuartileIntensity,ER,,,
Cells,Intensity,UpperQuartileIntensity,Mito,,,
Cells,Intensity,UpperQuartileIntensity,RNA,,,
Cells,Location,CenterMassIntensity,X,AGP,,
Cells,Location,CenterMassIntensity,X,DNA,,
Cells,Location,CenterMassIntensity,X,ER,,
Cells,Location,CenterMassIntensity,X,Mito,,
Cells,Location,CenterMassIntensity,X,RNA,,
Cells,Location,CenterMassIntensity,Y,AGP,,
Cells,Location,CenterMassIntensity,Y,DNA,,
Cells,Location,CenterMassIntensity,Y,ER,,
Cells,Location,CenterMassIntensity,Y,Mito,,
Cells,Location,CenterMassIntensity,Y,RNA,,
Cells,Location,CenterMassIntensity,Z,AGP,,
Cells,Location,CenterMassIntensity,Z,DNA,,
Cells,Location,CenterMassIntensity,Z,ER,,
Cells,Location,CenterMassIntensity,Z,Mito,,
Cells,Location,CenterMassIntensity,Z,RNA,,
Cells,Location,Center,X,,,
Cells,Location,Center,Y,,,
Cells,Location,Center,Z,,,
Cells,Location,MaxIntensity,X,AGP,,
Cells,Location,MaxIntensity,X,DNA,,
Cells,Location,MaxIntensity,X,ER,,
Cells,Location,MaxIntensity,X,Mito,,
Cells,Location,MaxIntensity,X,RNA,,
Cells,Location,MaxIntensity,Y,AGP,,
Cells,Location,MaxIntensity,Y,DNA,,
Cells,Location,MaxIntensity,Y,ER,,
Cells,Location,MaxIntensity,Y,Mito,,
Cells,Location,MaxIntensity,Y,RNA,,
Cells,Location,MaxIntensity,Z,AGP,,
Cells,Location,MaxIntensity,Z,DNA,,
Cells,Location,MaxIntensity,Z,ER,,
Cells,Location,MaxIntensity,Z,Mito,,
Cells,Location,MaxIntensity,Z,RNA,,
Cells,Neighbors,AngleBetweenNeighbors,5,,,
Cells,Neighbors,AngleBetweenNeighbors,Adjacent,,,
Cells,Neighbors,FirstClosestDistance,5,,,
Cells,Neighbors,FirstClosestDistance,Adjacent,,,
Cells,Neighbors,FirstClosestObjectNumber,5,,,
Cells,Neighbors,FirstClosestObjectNumber,Adjacent,,,
Cells,Neighbors,NumberOfNeighbors,5,,,
Cells,Neighbors,NumberOfNeighbors,Adjacent,,,
Cells,Neighbors,PercentTouching,5,,,
Cells,Neighbors,PercentTouching,Adjacent,,,
Cells,Neighbors,SecondClosestDistance,5,,,
Cells,Neighbors,SecondClosestDistance,Adjacent,,,
Cells,Neighbors,SecondClosestObjectNumber,5,,,
Cells,Neighbors,SecondClosestObjectNumber,Adjacent,,,
Cells,Number,Object,Number,,,
Cells,Parent,Nuclei,,,,
Cells,RadialDistribution,FracAtD,AGP,1of4,,
Cells,RadialDistribution,FracAtD,AGP,2of4,,
Cells,RadialDistribution,FracAtD,AGP,3of4,,
Cells,RadialDistribution,FracAtD,AGP,4of4,,
Cells,RadialDistribution,FracAtD,DNA,1of4,,
Cells,RadialDistribution,FracAtD,DNA,2of4,,
Cells,RadialDistribution,FracAtD,DNA,3of4,,
Cells,RadialDistribution,FracAtD,DNA,4of4,,
Cells,RadialDistribution,FracAtD,ER,1of4,,
Cells,RadialDistribution,FracAtD,ER,2of4,,
Cells,RadialDistribution,FracAtD,ER,3of4,,
Cells,RadialDistribution,FracAtD,ER,4of4,,
Cells,RadialDistribution,FracAtD,Mito,1of4,,
Cells,RadialDistribution,FracAtD,Mito,2of4,,
Cells,RadialDistribution,FracAtD,Mito,3of4,,
Cells,RadialDistribution,FracAtD,Mito,4of4,,
Cells,RadialDistribution,FracAtD,RNA,1of4,,
Cells,RadialDistribution,FracAtD,RNA,2of4,,
Cells,RadialDistribution,FracAtD,RNA,3of4,,
Cells,RadialDistribution,FracAtD,RNA,4of4,,
Cells,RadialDistribution,MeanFrac,AGP,1of4,,
Cells,RadialDistribution,MeanFrac,AGP,2of4,,
Cells,RadialDistribution,MeanFrac,AGP,3of4,,
Cells,RadialDistribution,MeanFrac,AGP,4of4,,
Cells,RadialDistribution,MeanFrac,DNA,1of4,,
Cells,RadialDistribution,MeanFrac,DNA,2of4,,
Cells,RadialDistribution,MeanFrac,DNA,3of4,,
Cells,RadialDistribution,MeanFrac,DNA,4of4,,
Cells,RadialDistribution,MeanFrac,ER,1of4,,
Cells,RadialDistribution,MeanFrac,ER,2of4,,
Cells,RadialDistribution,MeanFrac,ER,3of4,,
Cells,RadialDistribution,MeanFrac,ER,4of4,,
Cells,RadialDistribution,MeanFrac,Mito,1of4,,
Cells,RadialDistribution,MeanFrac,Mito,2of4,,
Cells,RadialDistribution,MeanFrac,Mito,3of4,,
Cells,RadialDistribution,MeanFrac,Mito,4of4,,
Cells,RadialDistribution,MeanFrac,RNA,1of4,,
Cells,RadialDistribution,MeanFrac,RNA,2of4,,
Cells,RadialDistribution,MeanFrac,RNA,3of4,,
Cells,RadialDistribution,MeanFrac,RNA,4of4,,
Cells,RadialDistribution,RadialCV,AGP,1of4,,
Cells,RadialDistribution,RadialCV,AGP,2of4,,
Cells,RadialDistribution,RadialCV,AGP,3of4,,
Cells,RadialDistribution,RadialCV,AGP,4of4,,
Cells,RadialDistribution,RadialCV,DNA,1of4,,
Cells,RadialDistribution,RadialCV,DNA,2of4,,
Cells,RadialDistribution,RadialCV,DNA,3of4,,
Cells,RadialDistribution,RadialCV,DNA,4of4,,
Cells,RadialDistribution,RadialCV,ER,1of4,,
Cells,RadialDistribution,RadialCV,ER,2of4,,
Cells,RadialDistribution,RadialCV,ER,3of4,,
Cells,RadialDistribution,RadialCV,ER,4of4,,
Cells,RadialDistribution,RadialCV,Mito,1of4,,
Cells,RadialDistribution,RadialCV,Mito,2of4,,
Cells,RadialDistribution,RadialCV,Mito,3of4,,
Cells,RadialDistribution,RadialCV,Mito,4of4,,
Cells,RadialDistribution,RadialCV,RNA,1of4,,
Cells,RadialDistribution,RadialCV,RNA,2of4,,
Cells,RadialDistribution,RadialCV,RNA,3of4,,
Cells,RadialDistribution,RadialCV,RNA,4of4,,
Cells,Texture,AngularSecondMoment,AGP,10,00,256
Cells,Texture,AngularSecondMoment,AGP,10,01,256
Cells,Texture,AngularSecondMoment,AGP,10,02,256
Cells,Texture,AngularSecondMoment,AGP,10,03,256
Cells,Texture,AngularSecondMoment,AGP,3,00,256
Cells,Texture,AngularSecondMoment,AGP,3,01,256
Cells,Texture,AngularSecondMoment,AGP,3,02,256
Cells,Texture,AngularSecondMoment,AGP,3,03,256
Cells,Texture,AngularSecondMoment,AGP,5,00,256
Cells,Texture,AngularSecondMoment,AGP,5,01,256
Cells,Texture,AngularSecondMoment,AGP,5,02,256
Cells,Texture,AngularSecondMoment,AGP,5,03,256
Cells,Texture,AngularSecondMoment,DNA,10,00,256
Cells,Texture,AngularSecondMoment,DNA,10,01,256
Cells,Texture,AngularSecondMoment,DNA,10,02,256
Cells,Texture,AngularSecondMoment,DNA,10,03,256
Cells,Texture,AngularSecondMoment,DNA,3,00,256
Cells,Texture,AngularSecondMoment,DNA,3,01,256
Cells,Texture,AngularSecondMoment,DNA,3,02,256
Cells,Texture,AngularSecondMoment,DNA,3,03,256
Cells,Texture,AngularSecondMoment,DNA,5,00,256
Cells,Texture,AngularSecondMoment,DNA,5,01,256
Cells,Texture,AngularSecondMoment,DNA,5,02,256
Cells,Texture,AngularSecondMoment,DNA,5,03,256
Cells,Texture,AngularSecondMoment,ER,10,00,256
Cells,Texture,AngularSecondMoment,ER,10,01,256
Cells,Texture,AngularSecondMoment,ER,10,02,256
Cells,Texture,AngularSecondMoment,ER,10,03,256
Cells,Texture,AngularSecondMoment,ER,3,00,256
Cells,Texture,AngularSecondMoment,ER,3,01,256
Cells,Texture,AngularSecondMoment,ER,3,02,256
Cells,Texture,AngularSecondMoment,ER,3,03,256
Cells,Texture,AngularSecondMoment,ER,5,00,256
Cells,Texture,AngularSecondMoment,ER,5,01,256
Cells,Texture,AngularSecondMoment,ER,5,02,256
Cells,Texture,AngularSecondMoment,ER,5,03,256
Cells,Texture,AngularSecondMoment,Mito,10,00,256
Cells,Texture,AngularSecondMoment,Mito,10,01,256
Cells,Texture,AngularSecondMoment,Mito,10,02,256
Cells,Texture,AngularSecondMoment,Mito,10,03,256
Cells,Texture,AngularSecondMoment,Mito,3,00,256
Cells,Texture,AngularSecondMoment,Mito,3,01,256
Cells,Texture,AngularSecondMoment,Mito,3,02,256
Cells,Texture,AngularSecondMoment,Mito,3,03,256
Cells,Texture,AngularSecondMoment,Mito,5,00,256
Cells,Texture,AngularSecondMoment,Mito,5,01,256
Cells,Texture,AngularSecondMoment,Mito,5,02,256
Cells,Texture,AngularSecondMoment,Mito,5,03,256
Cells,Texture,AngularSecondMoment,RNA,10,00,256
Cells,Texture,AngularSecondMoment,RNA,10,01,256
Cells,Texture,AngularSecondMoment,RNA,10,02,256
Cells,Texture,AngularSecondMoment,RNA,10,03,256
Cells,Texture,AngularSecondMoment,RNA,3,00,256
Cells,Texture,AngularSecondMoment,RNA,3,01,256
Cells,Texture,AngularSecondMoment,RNA,3,02,256
Cells,Texture,AngularSecondMoment,RNA,3,03,256
Cells,Texture,AngularSecondMoment,RNA,5,00,256
Cells,Texture,AngularSecondMoment,RNA,5,01,256
Cells,Texture,AngularSecondMoment,RNA,5,02,256
Cells,Texture,AngularSecondMoment,RNA,5,03,256
Cells,Texture,Contrast,AGP,10,00,256
Cells,Texture,Contrast,AGP,10,01,256
Cells,Texture,Contrast,AGP,10,02,256
Cells,Texture,Contrast,AGP,10,03,256
Cells,Texture,Contrast,AGP,3,00,256
Cells,Texture,Contrast,AGP,3,01,256
Cells,Texture,Contrast,AGP,3,02,256
Cells,Texture,Contrast,AGP,3,03,256
Cells,Texture,Contrast,AGP,5,00,256
Cells,Texture,Contrast,AGP,5,01,256
Cells,Texture,Contrast,AGP,5,02,256
Cells,Texture,Contrast,AGP,5,03,256
Cells,Texture,Contrast,DNA,10,00,256
Cells,Texture,Contrast,DNA,10,01,256
Cells,Texture,Contrast,DNA,10,02,256
Cells,Texture,Contrast,DNA,10,03,256
Cells,Texture,Contrast,DNA,3,00,256
Cells,Texture,Contrast,DNA,3,01,256
Cells,Texture,Contrast,DNA,3,02,256
Cells,Texture,Contrast,DNA,3,03,256
Cells,Texture,Contrast,DNA,5,00,256
Cells,Texture,Contrast,DNA,5,01,256
Cells,Texture,Contrast,DNA,5,02,256
Cells,Texture,Contrast,DNA,5,03,256
Cells,Texture,Contrast,ER,10,00,256
Cells,Texture,Contrast,ER,10,01,256
Cells,Texture,Contrast,ER,10,02,256
Cells,Texture,Contrast,ER,10,03,256
Cells,Texture,Contrast,ER,3,00,256
Cells,Texture,Contrast,ER,3,01,256
Cells,Texture,Contrast,ER,3,02,256
Cells,Texture,Contrast,ER,3,03,256
Cells,Texture,Contrast,ER,5,00,256
Cells,Texture,Contrast,ER,5,01,256
Cells,Texture,Contrast,ER,5,02,256
Cells,Texture,Contrast,ER,5,03,256
Cells,Texture,Contrast,Mito,10,00,256
Cells,Texture,Contrast,Mito,10,01,256
Cells,Texture,Contrast,Mito,10,02,256
Cells,Texture,Contrast,Mito,10,03,256
Cells,Texture,Contrast,Mito,3,00,256
Cells,Texture,Contrast,Mito,3,01,256
Cells,Texture,Contrast,Mito,3,02,256
Cells,Texture,Contrast,Mito,3,03,256
Cells,Texture,Contrast,Mito,5,00,256
Cells,Texture,Contrast,Mito,5,01,256
Cells,Texture,Contrast,Mito,5,02,256
Cells,Texture,Contrast,Mito,5,03,256
Cells,Texture,Contrast,RNA,10,00,256
Cells,Texture,Contrast,RNA,10,01,256
Cells,Texture,Contrast,RNA,10,02,256
Cells,Texture,Contrast,RNA,10,03,256
Cells,Texture,Contrast,RNA,3,00,256
Cells,Texture,Contrast,RNA,3,01,256
Cells,Texture,Contrast,RNA,3,02,256
Cells,Texture,Contrast,RNA,3,03,256
Cells,Texture,Contrast,RNA,5,00,256
Cells,Texture,Contrast,RNA,5,01,256
Cells,Texture,Contrast,RNA,5,02,256
Cells,Texture,Contrast,RNA,5,03,256
Cells,Texture,Correlation,AGP,10,00,256
Cells,Texture,Correlation,AGP,10,01,256
Cells,Texture,Correlation,AGP,10,02,256
Cells,Texture,Correlation,AGP,10,03,256
Cells,Texture,Correlation,AGP,3,00,256
Cells,Texture,Correlation,AGP,3,01,256
Cells,Texture,Correlation,AGP,3,02,256
Cells,Texture,Correlation,AGP,3,03,256
Cells,Texture,Correlation,AGP,5,00,256
Cells,Texture,Correlation,AGP,5,01,256
Cells,Texture,Correlation,AGP,5,02,256
Cells,Texture,Correlation,AGP,5,03,256
Cells,Texture,Correlation,DNA,10,00,256
Cells,Texture,Correlation,DNA,10,01,256
Cells,Texture,Correlation,DNA,10,02,256
Cells,Texture,Correlation,DNA,10,03,256
Cells,Texture,Correlation,DNA,3,00,256
Cells,Texture,Correlation,DNA,3,01,256
Cells,Texture,Correlation,DNA,3,02,256
Cells,Texture,Correlation,DNA,3,03,256
Cells,Texture,Correlation,DNA,5,00,256
Cells,Texture,Correlation,DNA,5,01,256
Cells,Texture,Correlation,DNA,5,02,256
Cells,Texture,Correlation,DNA,5,03,256
Cells,Texture,Correlation,ER,10,00,256
Cells,Texture,Correlation,ER,10,01,256
Cells,Texture,Correlation,ER,10,02,256
Cells,Texture,Correlation,ER,10,03,256
Cells,Texture,Correlation,ER,3,00,256
Cells,Texture,Correlation,ER,3,01,256
Cells,Texture,Correlation,ER,3,02,256
Cells,Texture,Correlation,ER,3,03,256
Cells,Texture,Correlation,ER,5,00,256
Cells,Texture,Correlation,ER,5,01,256
Cells,Texture,Correlation,ER,5,02,256
Cells,Texture,Correlation,ER,5,03,256
Cells,Texture,Correlation,Mito,10,00,256
Cells,Texture,Correlation,Mito,10,01,256
Cells,Texture,Correlation,Mito,10,02,256
Cells,Texture,Correlation,Mito,10,03,256
Cells,Texture,Correlation,Mito,3,00,256
Cells,Texture,Correlation,Mito,3,01,256
Cells,Texture,Correlation,Mito,3,02,256
Cells,Texture,Correlation,Mito,3,03,256
Cells,Texture,Correlation,Mito,5,00,256
Cells,Texture,Correlation,Mito,5,01,256
Cells,Texture,Correlation,Mito,5,02,256
Cells,Texture,Correlation,Mito,5,03,256
Cells,Texture,Correlation,RNA,10,00,256
Cells,Texture,Correlation,RNA,10,01,256
Cells,Texture,Correlation,RNA,10,02,256
Cells,Texture,Correlation,RNA,10,03,256
Cells,Texture,Correlation,RNA,3,00,256
Cells,Texture,Correlation,RNA,3,01,256
Cells,Texture,Correlation,RNA,3,02,256
Cells,Texture,Correlation,RNA,3,03,256
Cells,Texture,Correlation,RNA,5,00,256
Cells,Texture,Correlation,RNA,5,01,256
Cells,Texture,Correlation,RNA,5,02,256
Cells,Texture,Correlation,RNA,5,03,256
Cells,Texture,DifferenceEntropy,AGP,10,00,256
Cells,Texture,DifferenceEntropy,AGP,10,01,256
Cells,Texture,DifferenceEntropy,AGP,10,02,256
Cells,Texture,DifferenceEntropy,AGP,10,03,256
Cells,Texture,DifferenceEntropy,AGP,3,00,256
Cells,Texture,DifferenceEntropy,AGP,3,01,256
Cells,Texture,DifferenceEntropy,AGP,3,02,256
Cells,Texture,DifferenceEntropy,AGP,3,03,256
Cells,Texture,DifferenceEntropy,AGP,5,00,256
Cells,Texture,DifferenceEntropy,AGP,5,01,256
Cells,Texture,DifferenceEntropy,AGP,5,02,256
Cells,Texture,DifferenceEntropy,AGP,5,03,256
Cells,Texture,DifferenceEntropy,DNA,10,00,256
